name,url,contributors,created_at,license,readme
kentoukai_document,https://github.com/furuhashilab/kentoukai_document,YujiTakebuchi;mapconcierge,2022-02-04,NOASSERTION,"## 東京都における「都市のデジタルツイン」社会実装に向けた検討会\n\n<img src=""hello_logo.png"" alt=""drawing"" width=""300""/>\n\n東京都における「都市のデジタルツイン」社会実装に向けた検討会について、議事録等の資料を公開しています。   \n東京都デジタルツイン実現プロジェクトでは、デジタルツインの社会実装に向けたロードマップ策定の方向性や技術的な課題等について、有識者及び内外関係者で議論するための検討会を実施しています。   \n\n### 東京都デジタルツイン実現プロジェクト\n情報発信サイト   \nhttps://info.tokyo-digitaltwin.metro.tokyo.lg.jp/   \n東京都デジタルツイン3Dビューア（β版）    \n\n※ 上記の情報発信サイトからリンクされております。  \nhttps://3dview.tokyo-digitaltwin.metro.tokyo.lg.jp/ \n\n\n### 議事録\n * [2021年度 第1回](https://github.com/tokyo-digitaltwin/kentoukai_document/blob/main/kentoukai01/20210608_%E7%AC%AC1%E5%9B%9E%E6%A4%9C%E8%A8%8E%E4%BC%9A%E8%AD%B0%E4%BA%8B%E9%8C%B2.md)\n * [2021年度 第2回](https://github.com/tokyo-digitaltwin/kentoukai_document/blob/main/kentoukai02/20210819_%E7%AC%AC2%E5%9B%9E%E6%A4%9C%E8%A8%8E%E4%BC%9A%E8%AD%B0%E4%BA%8B%E9%8C%B2.md)\n * [2021年度 第3回](https://github.com/tokyo-digitaltwin/kentoukai_document/blob/main/kentoukai03/20211129_%E7%AC%AC3%E5%9B%9E%E6%A4%9C%E8%A8%8E%E4%BC%9A%E8%AD%B0%E4%BA%8B%E9%8C%B2.md)\n"
temp4jekyll,https://github.com/furuhashilab/temp4jekyll,yahsan2;mapconcierge,2022-02-07,NOASSERTION,"## Welcome to GitHub Pages\n\nYou can use the [editor on GitHub](https://github.com/gsc-aoyama/temp4jekyll/edit/master/README.md) to maintain and preview the content for your website in Markdown files.\n\nWhenever you commit to this repository, GitHub Pages will run [Jekyll](https://jekyllrb.com/) to rebuild the pages in your site, from the content in your Markdown files.\n\n### Markdown\n\nMarkdown is a lightweight and easy-to-use syntax for styling your writing. It includes conventions for\n\n```markdown\nSyntax highlighted code block\n\n# Header 1\n## Header 2\n### Header 3\n\n- Bulleted\n- List\n\n1. Numbered\n2. List\n\n**Bold** and _Italic_ and `Code` text\n\n[Link](url) and ![Image](src)\n```\n\nFor more details see [GitHub Flavored Markdown](https://guides.github.com/features/mastering-markdown/).\n\n### Jekyll Themes\n\nYour Pages site will use the layout and styles from the Jekyll theme you have selected in your [repository settings](https://github.com/gsc-aoyama/temp4jekyll/settings). The name of this theme is saved in the Jekyll `_config.yml` configuration file.\n\n### Support or Contact\n\nHaving trouble with Pages? Check out our [documentation](https://help.github.com/category/github-pages-basics/) or [contact support](https://github.com/contact) and we’ll help you sort it out.\n"
vector-tile-builder,https://github.com/furuhashilab/vector-tile-builder,yuiseki,2022-02-13,MIT,
jageocoder,https://github.com/furuhashilab/jageocoder,t-sagara;ny-a,2022-02-16,NOASSERTION,"# jageocoder - A Python Japanese geocoder\n\n日本語版は README_ja.md をお読みください。\n\nThis is a Python port of the Japanese-address geocoder used in CSIS at the University of Tokyo's [""Address Matching Service""](https://newspat.csis.u-tokyo.ac.jp/geocode/modules/addmatch/index.php?content_id=1) and [GSI Maps](https://maps.gsi.go.jp/).\n\n# Getting Started\n\nThis package provides address-geocoding functionality for Python programs. The basic usage is to specify a dictionary with `init()` then call `search()` to get geocoding results.\n\n```python\npython\n>>> import jageocoder\n>>> jageocoder.init()\n>>> jageocoder.search('新宿区西新宿2-8-1')\n{'matched': '新宿区西新宿2-8-', 'candidates': [{'id': 5961406, 'name': '8番', 'x': 139.691778, 'y': 35.689627, 'level': 7, 'note': None, 'fullname': ['東京都', '新宿区', '西新宿', '二丁目', '8番']}]}\n```\n\n# How to install\n\n## Prerequisites\n\nRequires Python 3.6.x or later.\n\nThe following packages will be installed automatically.\n\n- [marisa-trie](https://pypi.org/project/marisa-trie/)\n    for building and retrieving TRIE index\n- [SQLAlchemy](https://pypi.org/project/SQLAlchemy/)\n    for abstracting access to the RDBMS\n\n## Install instructions\n\n- Install the package with `pip install jageocoder`\n- Install the dictionary with `install-dictionary` command\n\n```sh\npip install jageocoder\npython -m jageocoder install-dictionary\n```\n\nThe dictionary database will be created under\n`{sys.prefix}/jageocoder/db/`, or if the user doesn't have \nwrite permission there `{site.USER_DATA}/jageocoder/db/`\nby default.\n\nIf you need to know the location of the directory containing\nthe dictionary database, perform `get-db-dir` command as follows,\nor call `jageocoder.get_db_dir()` in your script.\n\n```sh\npython -m jageocoder get-db-dir\n```\n\nIf you prefer to create it in another location, set the environment\nvariable `JAGEOCODER_DB_DIR` before executing `install_dictionary()`\nto specify the directory.\n\n```sh\nexport JAGEOCODER_DB_DIR='/usr/local/share/jageocoder/db'\npython -m jageocoder install-dictionary\n```\n\n## Update dictinary\n\nThe `install-dictionary` command will download and install\na version of the address dictionary file that is compatible with\nthe currently installed jageocoder package.\n\nIf you upgrade the jageocoder package after installing\nthe address dictionary file, it may no longer be compatible with\nthe installed address dictionary file.\nIn which case you will need to reinstall or update the dictionary.\n\nTo update the dictionary, run the `upgrade-dictionary` command.\nThis process may take a long time.\n\n```sh\npython -m jageocoder upgrade-dictionary\n```\n\n## Uninstall instructions\n\nRemove the directory containing the database, or perform \n`uninstall-dictionary` command as follows.\n\n```sh\npython -m jageocoder uninstall-dictionary\n```\n\nThen, uninstall the package with `pip` command.\n\n```sh\npip uninstall jageocoder\n```\n\n# How to use\n\nFirst, import jageocoder and initialize it with `init()`.\n\n```\n>>> import jageocoder\n>>> jageocoder.init()\n```\n\n## Search for latitude and longitude by address\n\nUse `search()` to search for the address you want to check the longitude and latitude of.\n\nThe `search()` function returns a dict with `matched` as the matched string\nand `candidates` as the list of search results.\n\nEach element of `candidates` contains the information of an address node (AddressNode).\n\n```\n>>> jageocoder.search('新宿区西新宿２－８－１')\n{'matched': '新宿区西新宿２－８－', 'candidates': [{'id': 12299846, 'name': '8番', 'x': 139.691778, 'y': 35.689627, 'level': 7, 'note': None, 'fullname': ['東京都', '新宿区', '西新宿', '二丁目', '8番']}]}\n```\n\nThe meaning of the items is as follows\n\n- id: ID in the database\n- name: Address notation\n- x: longitude\n- y: latitude\n- level: Address level (1:Prefecture, 2:County, 3:City and 23 district,\n    4:Ward, 5:Oaza, 6:Aza and Chome, 7:Block, 8:Building)\n- note: Notes such as city codes\n- fullname: List of address notations from the prefecture level to this node\n\n## Search for addresses by longitude and latitude\n\nUse `reverse()` to find addresses by longitude and latitude (reverse geocoding).\n\nThe `reverse()` function returns the three addresses surrounding the specified\nlongitude and latitude.\n\nThe `candidate` of each element contains information about the address node \n(AddressNode), and the `dist` contains the distance (geodesic distance, in meters)\nfrom the specified point to the representative point of the address.\n\n```\n>>> jageocoder.reverse(139.6917, 35.6896)\n[{'candidate': {'id': 12299330, 'name': '二丁目', 'x': 139.691774, 'y': 35.68945, 'level': 6, 'note': 'postcode:1600023', 'fullname': ['東京都', '新宿区', '西新宿', '二丁目']}, 'dist': 17.940303970792183}, {'candidate': {'id': 12300198, 'name': '六丁目', 'x': 139.690969, 'y': 35.693426, 'level': 6, 'note': 'postcode:1600023', 'fullname': ['東京都', '新宿区', '西新宿', '六丁目']}, 'dist': 429.6327545403412}, {'candidate': {'id': 12300498, 'name': '四丁目', 'x': 139.68762, 'y': 35.68754, 'level': 6, 'note': 'postcode:1600023', 'fullname': ['東京都', '新宿区', '西新宿', '四丁目']}, 'dist': 434.31591285255234}]\n```\n\nIf the `level` optional parameter is specified, it will return a more detailed address.\nHowever, it takes time to calculate.\n\n```\n>>> jageocoder.reverse(139.6917, 35.6896, level=7)\n[{'candidate': {'id': 12299340, 'name': '8番', 'x': 139.691778, 'y': 35.689627, 'level': 7, 'note': None, 'fullname': ['東京都', '新宿区', '西新宿', '二丁目', '8番']}, 'dist': 7.669497303543382}, {'candidate': {'id': 12299330, 'name': '二丁目', 'x': 139.691774, 'y': 35.68945, 'level': 6, 'note': 'postcode:1600023', 'fullname': ['東京都', '新宿区', '西新宿', '二丁目']}, 'dist': 17.940303970792183}, {'candidate': {'id': 12300588, 'name': '15番', 'x': 139.688172, 'y': 35.689264, 'level': 7, 'note': None, 'fullname': ['東京都', '新宿区', '西新宿', '四丁目', '15番']}, 'dist': 321.50874020809823}]\n```\n\n## Explore the attribute information of an address\n\nUse `searchNode()` to retrieve information about an address.\n\nThis function returns a list of type `jageocoder.result` .\nYou can access the address node directly from this result.\n\n```\n>>> results = jageocoder.searchNode('新宿区西新宿２－８－１')\n>>> len(results)\n1\n>>> results[0].matched\n'新宿区西新宿２－８－'\n>>> type(results[0].node)\n<class 'jageocoder.node.AddressNode'>\n>>> node = results[0].node\n>>> node.get_fullname()\n['東京都', '新宿区', '西新宿', '二丁目', '8番']\n```\n\n### Get the local government codes\n\nThere are two types of local government codes: JISX0402 (5-digit) and\nLocal Government Code (6-digit).\n\nYou can also obtain the prefecture code JISX0401 (2 digits).\n\n```\n>>> node.get_city_jiscode()  # 5-digit code\n'13104'\n>>> node.get_city_local_authority_code() # 6-digit code\n'131041'\n>>> node.get_pref_jiscode()  # prefecture code\n'13'\n```\n\n### Get link URLs to maps\n\nGenerate URLs to link to GSI and Google maps.\n\n```\n>>> node.get_gsimap_link()\n'https://maps.gsi.go.jp/#16/35.689627/139.691778/'\n>>> node.get_googlemap_link()\n'https://maps.google.com/maps?q=35.689627,139.691778&z=16'\n```\n\n### Traverse the parent node\n\nA ""parent node"" is a node that represents a level above the address.\nGet the node by attribute `parent`.\n\nNow the `node` points to '8番', so the parent node will be '二丁目'.\n\n```\n>>> parent = node.parent\n>>> parent.get_fullname()\n['東京都', '新宿区', '西新宿', '二丁目']\n>>> parent.x, parent.y\n(139.691774, 35.68945)\n```\n\n### Traverse the child nodes\n\nA ""child node"" is a node that represents a level below the address.\nGet the node by attribute `children`.\n\nThere is one parent node, but there are multiple child nodes.\nThe actual return is a SQL query object, but it can be looped through\nwith an iterator or cast to a list.\n\nNow the `parent` points to '二丁目', so the child node will be\nthe block number (○番) contained therein.\n\n```\n>>> parent.children\n<sqlalchemy.orm.dynamic.AppenderQuery object at 0x7fbc08404b38>\n>>> [child.name for child in parent.children]\n['10番', '11番', '1番', '2番', '3番', '4番', '5番', '6番', '7番', '8番', '9番']\n```\n\n# For developers\n\n## Running the unittests\n\n```python\npython -m unittest\n``` \n\n`tests.test_search` tests for some special address notations.\n\n- Street address in Sapporo city such as '北3西1' for '北三条西一丁目'\n- Toorina in Kyoto city such as '下立売通新町西入薮ノ内町' for '薮ノ内町'\n\n## Create your own dictionary\n\nPlease use the dictionary coverter\n[jageocoder-converter](https://github.com/t-sagara/jageocoder-converter).\n\n## Sample Web Application\n\nA sample of a simple web app using Flask is available under\n`flask-demo`.\n\nPerform the following steps. Then, access port 5000.\n\n```\ncd flask-demo\npip install flask flask-cors\nbash run.sh\n```\n\n## ToDos\n\n- Supporting address changes\n\n    The functionality to handle address changes due to municipal consolidation, etc.\n    has already been implemented in the C++ version, but will be implemented\n    in this package in the future.\n\n## Contributing\n\nAddress notation varies. So suggestions for logic improvements are welcome.\nPlease submit an issue with examples of address notations in use and how they should be parsed.\n\n## Authors\n\n* **Takeshi SAGARA** - [Info-proto Co.,Ltd.](https://www.info-proto.com/)\n\n## License\n\nThis project is licensed under [the MIT License](https://opensource.org/licenses/mit-license.php).\n\nThis is not the scope of the dictionary data license. Please follow the license of the respective dictionary data.\n\n## Acknowledgements\n\nWe would like to thank CSIS for allowing us to provide address matching services\non their institutional website for over 20 years.\n\nWe would also like to thank Professor Asanobu Kitamoto of NII for providing us\nwith a large sample of areas using the older address system and for his many help\nin confirming the results of our analysis.\n"
tileget,https://github.com/furuhashilab/tileget,Kanahiro,2022-02-16,NOASSERTION,"# tileget\n\nTile download utility - easily download xyz-tile data.\n\n## installation\n\n```sh\npip install tileget\n```\n\n## usage\n\n```\nusage: tileget [-h] [--extent EXTENT EXTENT EXTENT EXTENT]\n                   [--geojson GEOJSON] [--minzoom MINZOOM] [--maxzoom MAXZOOM]\n                   [--interval INTERVAL] [--overwrite] [--timeout TIMEOUT]\n                   [--parallel PARALLEL]\n                   tileurl output_dir\n\nxyz-tile download tool\n\npositional arguments:\n  tileurl               xyz-tile url in {z}/{x}/{y} template\n  output_dir            output dir\n\noptional arguments:\n  -h, --help            show this help message and exit\n  --extent EXTENT EXTENT EXTENT EXTENT\n                        min_lon min_lat max_lon max_lat, whitespace delimited\n  --geojson GEOJSON     relative path to geojson which is Feature or\n                        FeatureCollection with geometry in EPSG:3857\n  --minzoom MINZOOM\n  --maxzoom MAXZOOM\n  --interval INTERVAL   time taken after each-request, set as interger in miliseconds\n  --overwrite           overwrite existing files\n  --timeout TIMEOUT     wait response until this value, set as interger in seconds\n  --parallel PARALLEL   num of parallel requests\n```\n\n### exapmles\n\n#### get tiles in extent [141.23 40.56 142.45 43.78] and in zoomlevels 0-12\n\n\n```sh\ntileget https://cyberjapandata.gsi.go.jp/xyz/seamlessphoto/{z}/{x}/{y}.jpg ./output_dir --extent 141.23 40.56 142.45 43.78 --maxzoom 12\n```\n\n"
denshouhi4hoge,https://github.com/furuhashilab/denshouhi4hoge,mapconcierge,2022-02-22,CC0-1.0,# template4denshouhi v0.1 beta\n自然災害伝承碑アーカイブ用テンプレート\n\n\n## 碑名\nxxxxxxxxx\n\n## 災害名\nxxxxxxxxx\n\n### 災害発生年月日\nYYYY-MM-DD\n\n## 災害種別\n * [x] 地震\n * [ ] 津波\n * [ ] 高潮\n * [ ] 洪水\n * [ ] 火山災害\n * [ ] 土砂災害\n * [ ] 気象災害\n * [ ] その他\n\n## 建立年\nYYYY\n\n## 所在地\nxxxxxxxxx\n\n## 伝承内容\nxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx\n
Ukraine2022data,https://github.com/furuhashilab/Ukraine2022data,mapconcierge,2022-02-27,NOASSERTION,"# Ukraine2022data 🇺🇦 🇺🇦 🇺🇦\nウクライナで起きていることをデータとしてアーカイブ\n\n<img width=""1241"" alt=""スクリーンショット 2022-02-27 9 23 17"" src=""https://user-images.githubusercontent.com/416977/155863283-4aa30d6d-c4a2-454b-a36f-af57f2a0e2b8.jpg"">\n\n## 最新データ\nhttps://github.com/mapconcierge/Ukraine2022data/blob/main/Ukraina2022latest.kmz\n\n\n## 作業用一時データ\n適宜データ更新を行いますが、全てマージしたデータは、容量が上限に達するまで上記URLを最新データとして公開します。\n諸々の作業用データは衛星画像似関しては以下のディレクトリで一時ファイルを置いてあります。\nhttps://github.com/mapconcierge/Ukraine2022data/tree/main/satelliteimageries/temp\n\n\n## About us\n青山学院大学 古橋研究室\n\nFuruhashi Lab., Aoyama Gakuin University, Japan\n"
Spotify_worldchart,https://github.com/furuhashilab/Spotify_worldchart,f1kuni,2022-03-15,NOASSERTION,# Spotify_worldchart\nSpotifyのワールドチャートマップ\n
UMF_2022_storytlling,https://github.com/furuhashilab/UMF_2022_storytlling,f1kuni,2022-03-23,NOASSERTION,
terriajs,https://github.com/furuhashilab/terriajs,kring;RacingTadpole;chloeleichen;nf-s;soyarsauce;tephenavies;na9da;rowanwins;stevage;AlexGilleran;reginapramesti;KeyboardSounds;zoran995;mgcsls;keattang;mwu2018;meh9;greenkeeperio-bot;greenkeeper[bot];Jason-DNetto;ykiu;monomoti;weblate;tokyo-digitaltwin-admin;arrayjam;edisonguo;t83714;sppigot;geoffrowland;jeanpul;rdengate;travissimon;imakihi;yusukekiuchipss;sajidanower23;peterhassall;nahidakbar;bsimyo;jiwalker-usgs;smotornyuk;liimee;tobybellwood;rsignell-usgs;ctwhome;a-stacey;yolierrbd;michaeladams;hilarycinis;Layoric;x-Code-x;andrewdhicks;comradekingu;axman6;wibily;mattfullerton;PeterTonoli;philipgrimmett;rezaalmanda;sanderkal;gitter-badger,2022-03-25,Apache-2.0,
yokozeriver2022,https://github.com/furuhashilab/yokozeriver2022,mapconcierge,2022-03-30,CC0-1.0,# yokozeriver2022\n横瀬川 利活用リポジトリ\n
Totebaghackathon-Urara-Taiyu,https://github.com/furuhashilab/Totebaghackathon-Urara-Taiyu,urara222000,2022-04-08,CC-BY-4.0,# Totebaghackathon-Urara-Taiyu\n## うららとたいゆうペア\n\n４月 トートバックハッカソン 4/12 17:00〜20:00 ＠代官山 ROOTOTE \n\n集合場所： MONKEY CAFE D.K.Y. https://goo.gl/maps/w1mPL7MDNvEh3YSQ9  \nテーマ「地図ｘトートバック」 １チーム２名で、チーミング。そのうち１名はかならず現地参加すること。 \nMabox Studio を使ってデザイン 但し、日本以外のエリア前提 提出物は 2000x3000 ピクセル程度のJPG画像 4/10 23:59:59 JST 迄に、試作品をアップ。\nトートバック印刷機の事前の動作チェック。 \n\n4/12 当日 １チーム５分のLT発表。\n
thetax4mapillary2022,https://github.com/furuhashilab/thetax4mapillary2022,mapconcierge,2022-04-09,CC0-1.0,# thetax4mapillary2022\nRicoh THETA X testing for Mapillary\n
Totebaghackathon-Naoya-Natsumi,https://github.com/furuhashilab/Totebaghackathon-Naoya-Natsumi,Natsumi917,2022-04-11,CC-BY-4.0,Totebaghackathon-Naoya-Natsumi\n# 4月「地図ｘトートバック」ハッカソン\n\n## 植松尚哉・葉賀なつみチーム\n\n・4/12 17:00〜20:00 ＠代官山 ROOTOTE、\n集合場所： MONKEY CAFE D.K.Y. https://goo.gl/maps/w1mPL7MDNvEh3YSQ9\n\n\n### <ルール>\n\n・１チーム２名で、チーミング。そのうち１名はかならず現地参加すること。\n\n・Mapbox Studio を使ってデザイン。\n\n・但し、日本以外のエリア前提。\n\n・提出物は 2000x3000 ピクセル程度のJPG画像。\n\n・4/10 23:59:59 JST 迄に、試作品をhttps://github.com/furuhashilab/README/issues/33 にアップ。トートバック印刷機の事前の動作チェックを行う予定。\n\n・4/12 当日 １チーム５分のLT発表。\n\n\n---\n### ・メディウム\nhttps://medium.com/furuhashilab/%EF%BC%94%E6%9C%88%E3%83%AB%E3%83%BC%E3%83%88%E3%83%BC%E3%83%88%E3%83%8F%E3%83%83%E3%82%AB%E3%82%BD%E3%83%B3-39d5be03d468\n\n### ・発表スライド\nhttps://docs.google.com/presentation/d/16b2hQvBiWFweXeKV-QkecrMb1S3bfZf-7tsCIHXsPwk/edit#slide=id.p\n
totebaghackathon_ibuki_wataru,https://github.com/furuhashilab/totebaghackathon_ibuki_wataru,ibuki76,2022-04-12,NOASSERTION,# totebaghackathon_ibuki_wataru
rootote_hirasawa_higano,https://github.com/furuhashilab/rootote_hirasawa_higano,ShogoHirasawa;f1kuni,2022-04-12,NOASSERTION,
sagamihara_campus_3D_print,https://github.com/furuhashilab/sagamihara_campus_3D_print,ibuki76,2022-04-18,CC-BY-4.0,# sagamiharacampus3Dprint\n* 相模原キャンパスの3D建物モデルのプリント用stlファイルを保存・公開しています。\n
blackbelt4furuhashilab,https://github.com/furuhashilab/blackbelt4furuhashilab,mapconcierge,2022-04-19,CC0-1.0,![Kuroobi](https://github.com/furuhashilab/blackbelt4furuhashilab/blob/main/assets/Black_belt_tied_banner.jpg?raw=true)\n\n# Furuhashi Lab. Black Belt Ceritification\n\n\n## 2018\n* 🥋 Misa Nakai : [新しい防災訓練手法の継承とオープン化の実践](https://goo.gl/3WXk6K)\n* 🥋 Nairu Nomura : [効率的な映像教育教材コンテンツ作成手法の開発](https://goo.gl/YuwsXx)\n* 🥋 Ayame Ohtsuki : [OpenStreetMapにおける効率的な建物外形追加手法の検討ー PWAを用いたクロスプラットフォーム編集ツールの開発 ー\n](https://goo.gl/Zg19UQ)\n* 🥋 Aya Shibata : [防災設備における固有名詞の命名ルール検討と周辺のランドスケープアーカイブ ー 神奈川県大和市を例として ー](https://goo.gl/eVUQY5)\n* 🥋 Yuna Watanabe : [日本全国のラーメン二郎店舗位置情報オープン化の実践](https://goo.gl/RJQDPs)\n* 🥋 Yuka Kato : [ソーシャルイベントにおけるレセプション難民を産まない手法の開発と実践 ー TEDxAoyamaGakuinU 2018 を例に ー\n](https://goo.gl/ZDuUEA)\n* 🥋 Shiori Yamaguchi : [帰宅困難者を対象とした避難所位置情報オープン化の実践 ー 目黒区を例として ー](https://goo.gl/spMbSi)\n* 🥋 Mariko Nagano : [帰宅困難者を対象とした避難場所位置情報オープン化の実践 ー 渋谷区を例として ー](https://goo.gl/v6AeST)\n\n## 2019\n\n## 2020\n\n## 2021\n
2022V-F,https://github.com/furuhashilab/2022V-F,Natsumi917,2022-04-25,CC-BY-4.0,
2022-CO2,https://github.com/furuhashilab/2022-CO2,Natsumi917,2022-04-26,NOASSERTION,# 2022-CO2-組み立て\n\n初回のゼミに欠席・オンライン参加で掃除に参加していないメンバーを中心に\nレーザー加工機「FABOOL Laser CO2」の組み立てを行う。\n\n組み立てマニュアルhttps://www.smartdiys.com/manual/fabool-laser-co2-ver4-before-starting/\n\nFABOOL Laser CO2:https://www.smartdiys.com/fabool-laser-co2/\n
marvel_mapdesign,https://github.com/furuhashilab/marvel_mapdesign,ibuki76,2022-04-27,NOASSERTION,# marvel_mapdesign
UNVT_for_Tokyo-to,https://github.com/furuhashilab/UNVT_for_Tokyo-to,ShogoHirasawa;mapconcierge,2022-05-11,CC-BY-4.0,
design_gacha,https://github.com/furuhashilab/design_gacha,kk-kkch03;urara222000;ibuki76,2022-05-13,CC-BY-4.0,
V-F,https://github.com/furuhashilab/V-F,Natsumi917;chanceuxlife,2022-05-17,NOASSERTION,# V-F
JampMap,https://github.com/furuhashilab/JampMap,ShogoHirasawa,2022-05-20,NOASSERTION,
